5.157385468482971191e-01,4.842614531517028809e-01
5.653571486473083496e-01,4.346427917480468750e-01
8.065471053123474121e-01,1.934528946876525879e-01
6.225110888481140137e-01,3.774889707565307617e-01
5.027741789817810059e-01,4.972258210182189941e-01
6.113837361335754395e-01,3.886162340641021729e-01
6.316120028495788574e-01,3.683880567550659180e-01
5.919580459594726562e-01,4.080419540405273438e-01
4.955580532550811768e-01,5.044419765472412109e-01
4.701333940029144287e-01,5.298666357994079590e-01
5.040853023529052734e-01,4.959146976470947266e-01
5.014339685440063477e-01,4.985660016536712646e-01
5.050894021987915039e-01,4.949105679988861084e-01
4.957589507102966309e-01,5.042410492897033691e-01
5.030639767646789551e-01,4.969360232353210449e-01
5.059665441513061523e-01,4.940334558486938477e-01
5.246871709823608398e-01,4.753127992153167725e-01
5.184464454650878906e-01,4.815534949302673340e-01
5.054789185523986816e-01,4.945210814476013184e-01
5.199704766273498535e-01,4.800295531749725342e-01
5.016301870346069336e-01,4.983698427677154541e-01
5.341587066650390625e-01,4.658413231372833252e-01
5.028891563415527344e-01,4.971108436584472656e-01
5.163553953170776367e-01,4.836446046829223633e-01
5.308452248573303223e-01,4.691548049449920654e-01
5.361071228981018066e-01,4.638928771018981934e-01
5.428096652030944824e-01,4.571903347969055176e-01
5.326884388923645020e-01,4.673115909099578857e-01
6.060190200805664062e-01,3.939809799194335938e-01
5.438160896301269531e-01,4.561839401721954346e-01
6.816785335540771484e-01,3.183214366436004639e-01
7.386388182640075684e-01,2.613611817359924316e-01
6.925526857376098633e-01,3.074473142623901367e-01
6.828248500823974609e-01,3.171751499176025391e-01
5.090235471725463867e-01,4.909764528274536133e-01
5.035763382911682129e-01,4.964236915111541748e-01
5.036519765853881836e-01,4.963479936122894287e-01
5.035771727561950684e-01,4.964228272438049316e-01
5.107197165489196777e-01,4.892802834510803223e-01
5.030012130737304688e-01,4.969987273216247559e-01
5.111141204833984375e-01,4.888858795166015625e-01
5.068362951278686523e-01,4.931637048721313477e-01
5.113267898559570312e-01,4.886732101440429688e-01
7.066277861595153809e-01,2.933722436428070068e-01
6.122379302978515625e-01,3.877620697021484375e-01
5.212316513061523438e-01,4.787684082984924316e-01
5.147349834442138672e-01,4.852650761604309082e-01
4.974570572376251221e-01,5.025429129600524902e-01
5.861101150512695312e-01,4.138899445533752441e-01
7.054360508918762207e-01,2.945640087127685547e-01
5.814708471298217773e-01,4.185290932655334473e-01
5.376678109169006348e-01,4.623321592807769775e-01
5.081897377967834473e-01,4.918102324008941650e-01
5.046544075012207031e-01,4.953455626964569092e-01
5.128800868988037109e-01,4.871198832988739014e-01
5.265055298805236816e-01,4.734944701194763184e-01
5.311800837516784668e-01,4.688199162483215332e-01
5.089744329452514648e-01,4.910255372524261475e-01
6.037294268608093262e-01,3.962706029415130615e-01
7.383944988250732422e-01,2.616055309772491455e-01
6.737741827964782715e-01,3.262258172035217285e-01
7.430347800254821777e-01,2.569652199745178223e-01
5.609648823738098145e-01,4.390351772308349609e-01
5.780240893363952637e-01,4.219759404659271240e-01
5.187624692916870117e-01,4.812375009059906006e-01
6.308142542839050293e-01,3.691857159137725830e-01
5.039572119712829590e-01,4.960427880287170410e-01
5.235486030578613281e-01,4.764514267444610596e-01
5.149387121200561523e-01,4.850613176822662354e-01
5.396825671195983887e-01,4.603174328804016113e-01
5.894739627838134766e-01,4.105260670185089111e-01
5.688790082931518555e-01,4.311209917068481445e-01
5.956299304962158203e-01,4.043700993061065674e-01
5.797811746597290039e-01,4.202188253402709961e-01
5.827983021736145020e-01,4.172016680240631104e-01
6.148710846900939941e-01,3.851289153099060059e-01
6.794509291648864746e-01,3.205490708351135254e-01
7.454538941383361816e-01,2.545461654663085938e-01
5.512892007827758789e-01,4.487107992172241211e-01
6.901674270629882812e-01,3.098325431346893311e-01
7.284383177757263184e-01,2.715617120265960693e-01
7.188571691513061523e-01,2.811428308486938477e-01
6.875269412994384766e-01,3.124730885028839111e-01
6.343635320663452148e-01,3.656364679336547852e-01
6.677182316780090332e-01,3.322818279266357422e-01
5.419995188713073730e-01,4.580005109310150146e-01
6.121751666069030762e-01,3.878248035907745361e-01
6.595629453659057617e-01,3.404369950294494629e-01
5.970540046691894531e-01,4.029459953308105469e-01
6.538250446319580078e-01,3.461749255657196045e-01
5.948684811592102051e-01,4.051315188407897949e-01
5.051937699317932129e-01,4.948062598705291748e-01
5.049873590469360352e-01,4.950125813484191895e-01
6.586617231369018555e-01,3.413382470607757568e-01
7.395015358924865723e-01,2.604984641075134277e-01
6.723888516426086426e-01,3.276111781597137451e-01
5.794026851654052734e-01,4.205972850322723389e-01
5.616026520729064941e-01,4.383973181247711182e-01
5.526745915412902832e-01,4.473254084587097168e-01
5.751765370368957520e-01,4.248234629631042480e-01
