Detector threshold: 0.999999
Model Name: stream2_lb_classifier.h5
imageid, boundingbox_id, IOU, sourceimage
0,2726,0.48283293697978596,Frame-00094.png
0,2901,0.07886112249078246,Frame-00094.png
0,-1,-0.0,Frame-00094.png
0,-1,-0.0,Frame-00094.png
0,-1,-0.0,Frame-00094.png
1,1536,-0.0,Frame-00217.png
1,2235,-0.0,Frame-00217.png
1,3053,0.8287927350427351,Frame-00217.png
1,-1,-0.0,Frame-00217.png
2,1589,0.7813023855577047,Frame-00351.png
2,2003,0.13838717883490206,Frame-00351.png
2,-1,-0.0,Frame-00351.png
3,1500,0.2837708830548926,Frame-00431.png
3,1631,0.6254014598540146,Frame-00431.png
3,1944,0.0,Frame-00431.png
3,2983,0.41008271534512264,Frame-00431.png
3,-1,-0.0,Frame-00431.png
4,2125,0.45491969066032123,Frame-00527.png
4,2185,0.2672694824509221,Frame-00527.png
4,3060,0.0,Frame-00527.png
4,3182,0.0,Frame-00527.png
4,-1,-0.0,Frame-00527.png
5,634,0.0,Frame-00871.png
5,1286,0.47597124626443743,Frame-00871.png
5,1842,-0.0,Frame-00871.png
5,2409,0.0,Frame-00871.png
5,-1,0.0,Frame-00871.png
5,-1,0.0,Frame-00871.png
5,-1,0.0,Frame-00871.png
6,1283,-0.0,Frame-00923.png
6,1575,0.0,Frame-00923.png
6,2426,0.49732705234743024,Frame-00923.png
6,3056,0.0,Frame-00923.png
7,729,-0.0,Frame-00949.png
7,1038,0.472190168474498,Frame-00949.png
7,2795,0.5738321895063095,Frame-00949.png
7,2973,0.12648632580261593,Frame-00949.png
7,3181,0.0,Frame-00949.png
7,-1,-0.0,Frame-00949.png
7,-1,0.0,Frame-00949.png
7,-1,0.0,Frame-00949.png
8,1040,0.8404942431901151,Frame-01038.png
8,3017,0.08695005945303211,Frame-01038.png
8,3181,0.0,Frame-01038.png
8,-1,-0.0,Frame-01038.png
8,-1,-0.0,Frame-01038.png
8,-1,-0.0,Frame-01038.png
9,2673,0.20051375784221706,Frame-01318.png
9,-1,0.0,Frame-01318.png
9,-1,0.0,Frame-01318.png
10,900,0.24684102262709373,Frame-01551.png
10,1149,-0.0,Frame-01551.png
10,1595,-0.0,Frame-01551.png
10,2194,0.1715180252739524,Frame-01551.png
10,2555,0.30260303687635576,Frame-01551.png
10,3193,0.0,Frame-01551.png
11,962,0.2500734645900676,Frame-01598.png
